car,charge_segment,battery_type,total_dist_km,charging_time_min,SOH_teacher,pred_charging_cycles,pred_efficiency,pred_battery_temp,SOH_student,residual,is_anomaly_detected,true_anomaly_label
0,35,NCM_Type1,91.9762272,21.166666666666668,1.072035087503045,101.85,98.72135808131803,29.565741340970384,20.11447174205769,19.042436654554646,False,0
0,46,NCM_Type1,93.2839776,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384,20.11447174205769,20.11447174205769,False,0
0,55,NCM_Type1,94.3949952,21.166666666666668,1.24750266057591,101.85,98.72135808131803,29.565741340970384,20.11447174205769,18.86696908148178,False,0
0,72,NCM_Type1,96.43128,21.166666666666668,3.3063474225494183,101.85,98.72135808131803,29.565741340970384,19.974334703419576,16.667987280870157,False,0
0,77,NCM_Type1,97.0142976,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384,19.974334703419576,19.974334703419576,False,0
0,78,NCM_Type1,97.143552,21.166666666666668,0.1146253722969187,101.85,98.72135808131803,29.565741340970384,19.974334703419576,19.85970933112266,False,0
0,129,NCM_Type1,105.4932384,21.166666666666668,0.1531500340638785,101.85,98.72135808131803,29.565741340970384,22.009317274732574,21.856167240668697,False,0
0,134,NCM_Type1,106.4626464,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384,21.462177586306417,21.462177586306417,False,0
0,145,NCM_Type1,108.0437952,21.166666666666668,0.39039689,101.85,98.72135808131803,29.565741340970384,22.52187325960014,22.13147636960014,False,0
0,175,NCM_Type1,113.5681536,21.166666666666668,28.34686951859417,101.85,98.72135808131803,29.565741340970384,21.95556195086515,6.391307567729019,False,0
0,188,NCM_Type1,117.0531648,21.166666666666668,26.12820949369916,101.85,98.72135808131803,29.565741340970384,22.245104708483645,3.883104785215515,False,0
0,211,NCM_Type1,122.6400384,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384,21.995581907918726,21.995581907918726,False,0
0,228,NCM_Type1,127.1641536,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384,21.82076357103013,21.82076357103013,False,0
