car,charge_segment,battery_type,total_dist_km,charging_time_min,SOH_teacher,pred_charging_cycles,pred_efficiency,pred_battery_temp
0,35,NCM_Type1,91.9762272,21.166666666666668,1.072035087503045,101.85,98.72135808131803,29.565741340970384
0,46,NCM_Type1,93.2839776,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,55,NCM_Type1,94.3949952,21.166666666666668,1.24750266057591,101.85,98.72135808131803,29.565741340970384
0,72,NCM_Type1,96.43128,21.166666666666668,3.3063474225494183,101.85,98.72135808131803,29.565741340970384
0,77,NCM_Type1,97.0142976,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,78,NCM_Type1,97.143552,21.166666666666668,0.1146253722969187,101.85,98.72135808131803,29.565741340970384
0,129,NCM_Type1,105.4932384,21.166666666666668,0.1531500340638785,101.85,98.72135808131803,29.565741340970384
0,134,NCM_Type1,106.4626464,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,145,NCM_Type1,108.0437952,21.166666666666668,0.39039689,101.85,98.72135808131803,29.565741340970384
0,175,NCM_Type1,113.5681536,21.166666666666668,28.34686951859417,101.85,98.72135808131803,29.565741340970384
0,188,NCM_Type1,117.0531648,21.166666666666668,26.12820949369916,101.85,98.72135808131803,29.565741340970384
0,211,NCM_Type1,122.6400384,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,228,NCM_Type1,127.1641536,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,240,NCM_Type1,131.1181344,21.166666666666668,29.23188659242788,101.85,98.72135808131803,29.565741340970384
0,245,NCM_Type1,132.15480960000002,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,308,NCM_Type1,150.3269856,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,330,NCM_Type1,156.44228160000003,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,388,NCM_Type1,172.02905280000002,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,425,NCM_Type1,183.3359616,21.166666666666668,27.56450708225857,101.85,98.72135808131803,29.565741340970384
0,427,NCM_Type1,183.7169664,21.166666666666668,32.029470445037035,101.85,98.72135808131803,29.565741340970384
0,429,NCM_Type1,184.1001888,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,436,NCM_Type1,186.42212160000005,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,455,NCM_Type1,192.3357216,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,460,NCM_Type1,194.03281920000003,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,463,NCM_Type1,194.8196448,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,470,NCM_Type1,196.1511552,21.166666666666668,1.2774196015550303,101.85,98.72135808131803,29.565741340970384
0,476,NCM_Type1,198.3792096,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,479,NCM_Type1,198.947232,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,480,NCM_Type1,199.19064,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,486,NCM_Type1,200.1530784,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,508,NCM_Type1,203.3747232,21.166666666666668,2.7296234758735327,101.85,98.72135808131803,29.565741340970384
0,543,NCM_Type1,209.7795744,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,577,NCM_Type1,214.882272,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
0,583,NCM_Type1,215.90785920000005,21.166666666666668,30.280294981134467,101.85,98.72135808131803,29.565741340970384
0,595,NCM_Type1,217.802112,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,2,NCM_Type1,77.10436800000001,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,6,NCM_Type1,77.84758080000002,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,21,NCM_Type1,80.77006080000001,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,83,NCM_Type1,94.0722816,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,125,NCM_Type1,103.040784,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,140,NCM_Type1,106.240992,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,177,NCM_Type1,113.1539904,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,186,NCM_Type1,114.7262688,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,216,NCM_Type1,119.7407904,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,221,NCM_Type1,120.7137888,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,256,NCM_Type1,126.2370912,21.166666666666668,13.588188819418196,101.85,98.72135808131803,29.565741340970384
1,312,NCM_Type1,136.8529536,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,313,NCM_Type1,137.09784,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,340,NCM_Type1,144.9905952,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,343,NCM_Type1,145.63581120000003,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,358,NCM_Type1,148.45321920000004,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,421,NCM_Type1,159.945456,21.166666666666668,28.681446789393203,101.85,98.72135808131803,29.565741340970384
1,470,NCM_Type1,168.2050656,21.166666666666668,0.0,101.85,98.72135808131803,29.565741340970384
1,475,NCM_Type1,168.97393920000002,21.166666666666668,10.717924644524416,101.85,98.72135808131803,29.565741340970384
1,476,NCM_Type1,168.9868224,21.166666666666668,10.62721962324746,101.85,98.72135808131803,29.565741340970384
1,485,NCM_Type1,169.41186240000002,21.166666666666668,12.77059442361777,101.85,98.72135808131803,29.565741340970384
1,487,NCM_Type1,169.64006400000002,21.166666666666668,13.053365296787472,101.85,98.72135808131803,29.565741340970384
2,10,NCM_Type1,1.95888,42.333333333333336,23.686947967433483,101.84,98.39214581941562,30.142571493003942
2,13,NCM_Type1,2.422464,21.166666666666668,15.169735008690386,101.85,98.72135808131803,29.565741340970384
2,42,NCM_Type1,9.0288,21.166666666666668,32.07510040374245,101.85,98.72135808131803,29.565741340970384
2,49,NCM_Type1,10.12704,21.166666666666668,22.806192959263782,101.85,98.72135808131803,29.565741340970384
2,50,NCM_Type1,10.28544,21.166666666666668,25.04961537482372,101.85,98.72135808131803,29.565741340970384
2,52,NCM_Type1,10.60224,42.333333333333336,30.908149947337463,101.84,98.39214581941562,30.142571493003942
2,67,NCM_Type1,12.89376,21.166666666666668,24.752755855403024,101.85,98.72135808131803,29.565741340970384
2,71,NCM_Type1,13.54848,21.166666666666668,14.967859613286487,101.85,98.72135808131803,29.565741340970384
2,84,NCM_Type1,15.618240000000002,21.166666666666668,24.85745667389164,101.85,98.72135808131803,29.565741340970384
2,88,NCM_Type1,16.3152,21.166666666666668,30.98698733063178,101.85,98.72135808131803,29.565741340970384
2,99,NCM_Type1,17.7936,21.166666666666668,24.94989964607303,101.85,98.72135808131803,29.565741340970384
2,104,NCM_Type1,18.33216,21.166666666666668,23.83799195619599,101.85,98.72135808131803,29.565741340970384
2,105,NCM_Type1,18.52224,21.166666666666668,25.347426957444117,101.85,98.72135808131803,29.565741340970384
2,106,NCM_Type1,18.75456,21.166666666666668,32.39909778891263,101.85,98.72135808131803,29.565741340970384
2,119,NCM_Type1,20.24352,21.166666666666668,26.980254450650644,101.85,98.72135808131803,29.565741340970384
2,122,NCM_Type1,20.61312,21.166666666666668,30.517679738533893,101.85,98.72135808131803,29.565741340970384
2,130,NCM_Type1,21.26784,42.333333333333336,26.749456066962463,101.84,98.39214581941562,30.142571493003942
2,139,NCM_Type1,22.8624,21.166666666666668,33.16059295897697,101.85,98.72135808131803,29.565741340970384
2,193,NCM_Type1,30.10656,42.333333333333336,24.969608707820345,101.84,98.39214581941562,30.142571493003942
2,200,NCM_Type1,31.06752,21.166666666666668,27.762232053700703,101.85,98.72135808131803,29.565741340970384
2,215,NCM_Type1,32.66208,21.166666666666668,29.67474962211736,101.85,98.72135808131803,29.565741340970384
2,226,NCM_Type1,33.82368,21.166666666666668,23.61170472374116,101.85,98.72135808131803,29.565741340970384
2,232,NCM_Type1,35.112,21.166666666666668,29.72389328964064,101.85,98.72135808131803,29.565741340970384
2,239,NCM_Type1,35.98848,21.166666666666668,31.38488340143452,101.85,98.72135808131803,29.565741340970384
2,240,NCM_Type1,36.35808,21.166666666666668,29.73009563803428,101.85,98.72135808131803,29.565741340970384
2,241,NCM_Type1,36.6432,21.166666666666668,30.732839880717147,101.85,98.72135808131803,29.565741340970384
2,246,NCM_Type1,37.84704,21.166666666666668,28.02134407078274,101.85,98.72135808131803,29.565741340970384
2,247,NCM_Type1,38.04768,21.166666666666668,27.592592342567983,101.85,98.72135808131803,29.565741340970384
2,250,NCM_Type1,38.72351999999999,21.166666666666668,29.14337638330525,101.85,98.72135808131803,29.565741340970384
2,262,NCM_Type1,41.500800000000005,21.166666666666668,29.706836447520587,101.85,98.72135808131803,29.565741340970384
2,284,NCM_Type1,44.2464,21.166666666666668,25.743779420981035,101.85,98.72135808131803,29.565741340970384
2,286,NCM_Type1,44.4576,21.166666666666668,29.93157592726537,101.85,98.72135808131803,29.565741340970384
2,295,NCM_Type1,45.1968,21.166666666666668,26.017485781857182,101.85,98.72135808131803,29.565741340970384
